coduf,continente,regiao,data,casosAcumulado,obitosAcumulado,obitosNovos,totalVacinacoes,pessoasVacinadas,novasVacinacoes,country
BRA,South America,Brazil,2022-01-28,24535884,624413.0,570.0,360492730.0,169619416,1702800.0,Brasil
BRA,South America,Brazil,2022-01-29,24764838,625085.0,672.0,361165196.0,169825847,672466.0,Brasil
BRA,South America,Brazil,2022-01-30,25034806,625884.0,799.0,361309679.0,169865538,144483.0,Brasil
BRA,South America,Brazil,2022-01-31,25214622,626524.0,640.0,362503209.0,170322125,1193530.0,Brasil
BRA,South America,Brazil,2022-02-01,25348797,626854.0,330.0,363827251.0,170599221,1324042.0,Brasil
BRA,South America,Brazil,2022-02-02,25426744,627138.0,284.0,365113872.0,170911850,1286621.0,Brasil
BRA,South America,Brazil,2022-02-03,25620209,628067.0,929.0,366488450.0,171219037,1374578.0,Brasil
BRA,South America,Brazil,2022-02-04,25793112,628960.0,893.0,367778211.0,171783306,1289761.0,Brasil
BRA,South America,Brazil,2022-02-05,26091520,630001.0,1041.0,368572365.0,172107474,794154.0,Brasil
BRA,South America,Brazil,2022-02-06,26275831,630494.0,493.0,369521071.0,172186641,948706.0,Brasil
BRA,South America,Brazil,2022-02-07,26473273,631802.0,1308.0,370659862.0,172652514,1138791.0,Brasil
BRA,South America,Brazil,2022-02-08,26533010,632193.0,391.0,371840433.0,172885945,1180571.0,Brasil
BRA,South America,Brazil,2022-02-09,26599593,632621.0,428.0,373331749.0,172995877,1491316.0,Brasil
BRA,South America,Brazil,2022-02-10,26776620,633810.0,1189.0,375028165.0,173402815,1696416.0,Brasil
BRA,South America,Brazil,2022-02-11,26955434,635074.0,1264.0,376813738.0,173901090,1785573.0,Brasil
BRA,South America,Brazil,2022-02-12,27119500,636017.0,943.0,377626315.0,174117725,812577.0,Brasil
BRA,South America,Brazil,2022-02-13,27285509,637152.0,1135.0,378011196.0,174214439,384881.0,Brasil
BRA,South America,Brazil,2022-02-14,27425743,638048.0,896.0,378917750.0,174420792,906554.0,Brasil
BRA,South America,Brazil,2022-02-15,27479963,638362.0,314.0,379776348.0,174665423,858598.0,Brasil
BRA,South America,Brazil,2022-02-16,27538503,638835.0,473.0,380878261.0,174949012,1101913.0,Brasil
BRA,South America,Brazil,2022-02-17,27659052,639689.0,854.0,382196732.0,175209007,1318471.0,Brasil
BRA,South America,Brazil,2022-02-18,27806786,640774.0,1085.0,384112607.0,175933938,1915875.0,Brasil
BRA,South America,Brazil,2022-02-19,27937835,641902.0,1128.0,385030790.0,176141497,918183.0,Brasil
BRA,South America,Brazil,2022-02-20,28058862,643029.0,1127.0,385406305.0,176222268,375515.0,Brasil
BRA,South America,Brazil,2022-02-21,28167587,643880.0,851.0,386298288.0,176406587,891983.0,Brasil
BRA,South America,Brazil,2022-02-22,28208212,644286.0,406.0,387226162.0,176625569,927874.0,Brasil
BRA,South America,Brazil,2022-02-23,28245551,644604.0,318.0,388306875.0,176920320,1080713.0,Brasil
BRA,South America,Brazil,2022-02-24,28351327,645420.0,816.0,389748374.0,177174489,1441499.0,Brasil
BRA,South America,Brazil,2022-02-25,28484890,646419.0,999.0,391253145.0,177448925,1504771.0,Brasil
BRA,South America,Brazil,2022-02-26,28578647,647390.0,971.0,391785022.0,177544796,531877.0,Brasil
BRA,South America,Brazil,2022-02-27,28578647,647390.0,971.0,391970436.0,177579708,185414.0,Brasil
BRA,South America,Brazil,2022-02-28,28744050,648913.0,1523.0,392763634.0,177742258,793198.0,Brasil
BRA,South America,Brazil,2022-03-01,28768104,649134.0,221.0,392925626.0,177836868,161992.0,Brasil
BRA,South America,Brazil,2022-03-02,28787620,649333.0,199.0,392925626.0,0,161992.0,Brasil
BRA,South America,Brazil,2022-03-03,28811165,649630.0,297.0,394111796.0,177987744,161992.0,Brasil
BRA,South America,Brazil,2022-03-04,28842160,650000.0,370.0,394812859.0,178113009,701063.0,Brasil
BRA,South America,Brazil,2022-03-05,28904030,650578.0,578.0,395464826.0,178203894,651967.0,Brasil
BRA,South America,Brazil,2022-03-06,28973799,651255.0,677.0,395658972.0,178245534,194146.0,Brasil
BRA,South America,Brazil,2022-03-07,29033052,651927.0,672.0,396537303.0,178366451,878331.0,Brasil
BRA,South America,Brazil,2022-03-08,29049013,652143.0,216.0,397386286.0,178486274,848983.0,Brasil
BRA,South America,Brazil,2022-03-09,29069469,652341.0,198.0,398449118.0,178657742,1062832.0,Brasil
BRA,South America,Brazil,2022-03-10,29138362,652829.0,488.0,400536072.0,179288492,2086954.0,Brasil
BRA,South America,Brazil,2022-03-11,29193268,653498.0,669.0,401272006.0,179411783,735934.0,Brasil
BRA,South America,Brazil,2022-03-12,29249903,654086.0,588.0,402357624.0,179715577,1085618.0,Brasil
BRA,South America,Brazil,2022-03-13,29305114,654556.0,470.0,402573315.0,179754579,215691.0,Brasil
BRA,South America,Brazil,2022-03-14,29350134,654945.0,389.0,403286505.0,179853602,713190.0,Brasil
BRA,South America,Brazil,2022-03-15,29368776,655078.0,133.0,403856898.0,179913614,570393.0,Brasil
BRA,South America,Brazil,2022-03-16,29380063,655249.0,171.0,404885141.0,180005705,1028243.0,Brasil
BRA,South America,Brazil,2022-03-17,29432157,655585.0,336.0,405634648.0,180093699,749507.0,Brasil
BRA,South America,Brazil,2022-03-18,29478039,655940.0,355.0,406685448.0,180265232,1050800.0,Brasil
BRA,South America,Brazil,2022-03-19,29527640,656425.0,485.0,407274462.0,180341198,589014.0,Brasil
BRA,South America,Brazil,2022-03-20,29573112,656798.0,373.0,407435784.0,180360121,161322.0,Brasil
BRA,South America,Brazil,2022-03-21,29617266,657102.0,304.0,408348030.0,180469257,912246.0,Brasil
BRA,South America,Brazil,2022-03-22,29630484,657205.0,103.0,408961974.0,180523619,613944.0,Brasil
BRA,South America,Brazil,2022-03-23,29641594,657302.0,97.0,409606978.0,180592464,645004.0,Brasil
BRA,South America,Brazil,2022-03-24,29682615,657696.0,394.0,410175836.0,180653782,568858.0,Brasil
BRA,South America,Brazil,2022-03-25,29729991,657998.0,302.0,410860641.0,180726798,684805.0,Brasil
BRA,South America,Brazil,2022-03-26,29767681,658310.0,312.0,411116197.0,180757995,255556.0,Brasil
BRA,South America,Brazil,2022-03-27,29802257,658566.0,256.0,411548202.0,180800024,432005.0,Brasil
BRA,South America,Brazil,2022-03-28,29802257,658566.0,256.0,412177025.0,180881628,628823.0,Brasil
BRA,South America,Brazil,2022-03-29,29842418,658879.0,313.0,413559595.0,181078067,1382570.0,Brasil
BRA,South America,Brazil,2022-03-30,29852341,658956.0,77.0,414606124.0,181174361,1046529.0,Brasil
BRA,South America,Brazil,2022-03-31,29882397,659241.0,285.0,415350921.0,181233281,744797.0,Brasil
BRA,South America,Brazil,2022-04-01,29916334,659504.0,263.0,415350921.0,0,744797.0,Brasil
BRA,South America,Brazil,2022-04-02,29947895,659757.0,253.0,415350921.0,0,744797.0,Brasil
BRA,South America,Brazil,2022-04-03,29975165,660002.0,245.0,416625503.0,181342972,744797.0,Brasil
BRA,South America,Brazil,2022-04-04,29992227,660108.0,106.0,417150367.0,181374540,524864.0,Brasil
BRA,South America,Brazil,2022-04-05,29999437,660147.0,39.0,418081276.0,181451944,930909.0,Brasil
BRA,South America,Brazil,2022-04-06,30012798,660312.0,165.0,418988804.0,181544315,907528.0,Brasil
BRA,South America,Brazil,2022-04-07,30040129,660528.0,216.0,419669076.0,181596648,680272.0,Brasil
BRA,South America,Brazil,2022-04-08,30067249,660723.0,195.0,420411074.0,181652995,741998.0,Brasil
BRA,South America,Brazil,2022-04-09,30093751,660973.0,250.0,420841281.0,181687021,430207.0,Brasil
BRA,South America,Brazil,2022-04-10,30123963,661122.0,149.0,421028480.0,181702093,187199.0,Brasil
BRA,South America,Brazil,2022-04-11,30145192,661220.0,98.0,421634418.0,181755180,605938.0,Brasil
BRA,South America,Brazil,2022-04-12,30152402,661258.0,38.0,422368139.0,181810164,733721.0,Brasil
BRA,South America,Brazil,2022-04-13,30161205,661327.0,69.0,422804515.0,181841381,436376.0,Brasil
BRA,South America,Brazil,2022-04-14,30183929,661493.0,166.0,423594585.0,181894974,790070.0,Brasil
BRA,South America,Brazil,2022-04-15,30210853,661656.0,163.0,423594585.0,0,790070.0,Brasil
BRA,South America,Brazil,2022-04-16,30234024,661796.0,140.0,423594585.0,0,790070.0,Brasil
BRA,South America,Brazil,2022-04-17,30247302,661907.0,111.0,424058492.0,181975535,790070.0,Brasil
BRA,South America,Brazil,2022-04-18,30250077,661938.0,31.0,424403120.0,182010643,344628.0,Brasil
BRA,South America,Brazil,2022-04-19,30252618,661960.0,22.0,425301193.0,182287352,898073.0,Brasil
BRA,South America,Brazil,2022-04-20,30261088,662026.0,66.0,426002158.0,182324186,700965.0,Brasil
BRA,South America,Brazil,2022-04-21,30275219,662151.0,125.0,426445178.0,182365678,443020.0,Brasil
BRA,South America,Brazil,2022-04-22,30311969,662414.0,263.0,426445178.0,0,443020.0,Brasil
BRA,South America,Brazil,2022-04-23,30330629,662506.0,92.0,426683997.0,182395741,443020.0,Brasil
BRA,South America,Brazil,2022-04-24,30338697,662557.0,51.0,426686042.0,182395817,2045.0,Brasil
BRA,South America,Brazil,2022-04-25,30345654,662610.0,53.0,426987455.0,182426996,301413.0,Brasil
BRA,South America,Brazil,2022-04-26,30349463,662646.0,36.0,427262945.0,182455170,275490.0,Brasil
BRA,South America,Brazil,2022-04-27,30355919,662722.0,76.0,428179278.0,182519774,916333.0,Brasil
BRA,South America,Brazil,2022-04-28,30378061,662866.0,144.0,428748714.0,182563727,569436.0,Brasil
BRA,South America,Brazil,2022-04-29,30399004,663111.0,245.0,429202399.0,182599066,453685.0,Brasil
BRA,South America,Brazil,2022-04-30,30418920,663225.0,114.0,429202399.0,0,453685.0,Brasil
BRA,South America,Brazil,2022-05-01,30433042,663410.0,185.0,429613287.0,182623313,453685.0,Brasil
BRA,South America,Brazil,2022-05-02,30448236,663497.0,87.0,430000411.0,182665767,387124.0,Brasil
BRA,South America,Brazil,2022-05-03,30454499,663513.0,16.0,430435333.0,182707626,434922.0,Brasil
BRA,South America,Brazil,2022-05-04,30460997,663602.0,89.0,430951275.0,182778371,515942.0,Brasil
BRA,South America,Brazil,2022-05-05,30482429,663694.0,92.0,431278922.0,182800351,327647.0,Brasil
BRA,South America,Brazil,2022-05-06,30502501,663759.0,65.0,431859321.0,182850462,580399.0,Brasil
BRA,South America,Brazil,2022-05-07,30524183,663896.0,137.0,432025086.0,182860122,165765.0,Brasil
BRA,South America,Brazil,2022-05-08,30543908,664091.0,195.0,432134475.0,182871051,109389.0,Brasil
BRA,South America,Brazil,2022-05-09,30558530,664126.0,35.0,432354816.0,182895357,220341.0,Brasil
BRA,South America,Brazil,2022-05-10,30564536,664139.0,13.0,432639345.0,182912971,284529.0,Brasil
BRA,South America,Brazil,2022-05-11,30574245,664192.0,53.0,434019486.0,183059675,1380141.0,Brasil
BRA,South America,Brazil,2022-05-12,30594388,664390.0,198.0,435017274.0,183119662,997788.0,Brasil
BRA,South America,Brazil,2022-05-13,30617786,664516.0,126.0,435185477.0,183131850,168203.0,Brasil
BRA,South America,Brazil,2022-05-14,30639130,664641.0,125.0,435226309.0,183134052,40832.0,Brasil
BRA,South America,Brazil,2022-05-15,30664739,664780.0,139.0,435243423.0,183135100,17114.0,Brasil
BRA,South America,Brazil,2022-05-16,30682094,664872.0,92.0,435312095.0,183142928,68672.0,Brasil
BRA,South America,Brazil,2022-05-17,30688390,664918.0,46.0,435312095.0,0,68672.0,Brasil
BRA,South America,Brazil,2022-05-18,30701900,664987.0,69.0,436276886.0,183205522,68672.0,Brasil
BRA,South America,Brazil,2022-05-19,30728286,665216.0,229.0,436936651.0,183241820,659765.0,Brasil
BRA,South America,Brazil,2022-05-20,30741811,665319.0,103.0,437099610.0,183251237,162959.0,Brasil
BRA,South America,Brazil,2022-05-21,30752226,665433.0,114.0,437142038.0,183256110,42428.0,Brasil
BRA,South America,Brazil,2022-05-22,30762413,665493.0,60.0,437142038.0,0,42428.0,Brasil
BRA,South America,Brazil,2022-05-23,30778607,665528.0,35.0,437142038.0,0,42428.0,Brasil
BRA,South America,Brazil,2022-05-24,30791220,665627.0,99.0,437142038.0,0,42428.0,Brasil
BRA,South America,Brazil,2022-05-25,30803995,665666.0,39.0,437142038.0,0,42428.0,Brasil
BRA,South America,Brazil,2022-05-26,30836815,665905.0,239.0,438839760.0,183699529,42428.0,Brasil
BRA,South America,Brazil,2022-05-27,30846602,666037.0,132.0,440230116.0,183815081,1390356.0,Brasil
BRA,South America,Brazil,2022-05-28,30880512,666180.0,143.0,440558613.0,183853208,328497.0,Brasil
BRA,South America,Brazil,2022-05-29,30921145,666319.0,139.0,440647763.0,183859105,89150.0,Brasil
BRA,South America,Brazil,2022-05-30,30945384,666391.0,72.0,440887471.0,183885189,239708.0,Brasil
BRA,South America,Brazil,2022-05-31,30953579,666453.0,62.0,441054017.0,183894671,166546.0,Brasil
BRA,South America,Brazil,2022-06-01,30977661,666516.0,63.0,441279964.0,183925335,225947.0,Brasil
BRA,South America,Brazil,2022-06-02,31019038,666676.0,160.0,441279964.0,0,225947.0,Brasil
BRA,South America,Brazil,2022-06-03,31060017,666801.0,125.0,442571325.0,184018923,225947.0,Brasil
BRA,South America,Brazil,2022-06-04,31101290,666928.0,127.0,443278533.0,184062381,707208.0,Brasil
BRA,South America,Brazil,2022-06-05,31137479,666971.0,43.0,443475532.0,184077691,196999.0,Brasil
BRA,South America,Brazil,2022-06-06,31153069,666997.0,26.0,443829496.0,184091855,353964.0,Brasil
BRA,South America,Brazil,2022-06-07,31159335,667005.0,8.0,444537453.0,184130468,707957.0,Brasil
BRA,South America,Brazil,2022-06-08,31195118,667041.0,36.0,445097070.0,184150383,559617.0,Brasil
BRA,South America,Brazil,2022-06-09,31266163,667348.0,307.0,446745262.0,184254911,1648192.0,Brasil
BRA,South America,Brazil,2022-06-10,31315777,667647.0,299.0,446745262.0,0,1648192.0,Brasil
BRA,South America,Brazil,2022-06-11,31360850,667790.0,143.0,447416630.0,184281808,1648192.0,Brasil
BRA,South America,Brazil,2022-06-12,31417341,667960.0,170.0,447455088.0,184286899,38458.0,Brasil
BRA,South America,Brazil,2022-06-13,31445137,668074.0,114.0,447773835.0,184298439,318747.0,Brasil
BRA,South America,Brazil,2022-06-14,31456865,668110.0,36.0,448234610.0,184321008,460775.0,Brasil
BRA,South America,Brazil,2022-06-15,31497038,668180.0,70.0,448567375.0,184337124,332765.0,Brasil
BRA,South America,Brazil,2022-06-16,31541479,668354.0,174.0,449034484.0,184418250,467109.0,Brasil
BRA,South America,Brazil,2022-06-17,31611769,668693.0,339.0,449187010.0,184424410,152526.0,Brasil
BRA,South America,Brazil,2022-06-18,31644703,668844.0,151.0,449291596.0,184431840,104586.0,Brasil
BRA,South America,Brazil,2022-06-19,31673375,668916.0,72.0,449339384.0,184433745,47788.0,Brasil
BRA,South America,Brazil,2022-06-20,31693502,669010.0,94.0,449796728.0,184456417,457344.0,Brasil
BRA,South America,Brazil,2022-06-21,31704193,669065.0,55.0,450342490.0,184483215,545762.0,Brasil
BRA,South America,Brazil,2022-06-22,31754465,669161.0,96.0,450847767.0,184509247,505277.0,Brasil
BRA,South America,Brazil,2022-06-23,31818827,669390.0,229.0,451276207.0,184537975,428440.0,Brasil
BRA,South America,Brazil,2022-06-24,31890733,669530.0,140.0,451641403.0,184552936,365196.0,Brasil
BRA,South America,Brazil,2022-06-25,31962782,669895.0,365.0,451645589.0,184554559,4186.0,Brasil
BRA,South America,Brazil,2022-06-26,32023166,670229.0,334.0,451787907.0,184557755,142318.0,Brasil
BRA,South America,Brazil,2022-06-27,32061959,670369.0,140.0,452218476.0,184574635,430569.0,Brasil
BRA,South America,Brazil,2022-06-28,32078638,670405.0,36.0,452218476.0,0,430569.0,Brasil
BRA,South America,Brazil,2022-06-29,32130316,670532.0,127.0,454770759.0,184662547,430569.0,Brasil
BRA,South America,Brazil,2022-06-30,32206954,670848.0,316.0,454854179.0,184682893,83420.0,Brasil
BRA,South America,Brazil,2022-07-01,32282879,671125.0,277.0,455499598.0,184737131,645419.0,Brasil
BRA,South America,Brazil,2022-07-02,32358018,671416.0,291.0,455720321.0,184748472,220723.0,Brasil
BRA,South America,Brazil,2022-07-03,32434063,671700.0,284.0,456101065.0,184764593,380744.0,Brasil
BRA,South America,Brazil,2022-07-04,32471847,671858.0,158.0,456903089.0,184786423,802024.0,Brasil
BRA,South America,Brazil,2022-07-05,32490422,671911.0,53.0,457240603.0,184808029,337514.0,Brasil
BRA,South America,Brazil,2022-07-06,32535923,672033.0,122.0,457240603.0,0,337514.0,Brasil
BRA,South America,Brazil,2022-07-07,32610514,672429.0,396.0,458043955.0,184864012,337514.0,Brasil
BRA,South America,Brazil,2022-07-08,32687680,672790.0,361.0,458043955.0,0,337514.0,Brasil
BRA,South America,Brazil,2022-07-09,32759730,673073.0,283.0,458439642.0,184886392,337514.0,Brasil
BRA,South America,Brazil,2022-07-10,32830844,673339.0,266.0,458522879.0,184888876,83237.0,Brasil
BRA,South America,Brazil,2022-07-11,32874501,673554.0,215.0,459647933.0,184902655,1125054.0,Brasil
BRA,South America,Brazil,2022-07-12,32874501,673554.0,215.0,459647933.0,0,1125054.0,Brasil
BRA,South America,Brazil,2022-07-13,32940507,673758.0,204.0,460051351.0,184922668,1125054.0,Brasil
BRA,South America,Brazil,2022-07-14,33004555,674102.0,344.0,461148848.0,184951661,1097497.0,Brasil
BRA,South America,Brazil,2022-07-15,33076779,674482.0,380.0,461148848.0,0,1097497.0,Brasil
BRA,South America,Brazil,2022-07-16,33142158,674779.0,297.0,461493406.0,184973979,1097497.0,Brasil
BRA,South America,Brazil,2022-07-17,33250117,675090.0,311.0,461568115.0,184976830,74709.0,Brasil
