data,coduf,regiao,continente,casosNovos,casosAcumulado,obitosNovos,obitosAcumulado
2020-12-09,NZ,New Zealand,WPRO,1,1731,0,25
2020-12-10,NZ,New Zealand,WPRO,0,1731,0,25
2020-12-11,NZ,New Zealand,WPRO,6,1737,0,25
2020-12-12,NZ,New Zealand,WPRO,0,1737,0,25
2020-12-13,NZ,New Zealand,WPRO,4,1741,0,25
2020-12-14,NZ,New Zealand,WPRO,0,1741,0,25
2020-12-15,NZ,New Zealand,WPRO,0,1741,0,25
2020-12-16,NZ,New Zealand,WPRO,4,1745,0,25
2020-12-17,NZ,New Zealand,WPRO,0,1745,0,25
2020-12-18,NZ,New Zealand,WPRO,10,1755,0,25
2020-12-19,NZ,New Zealand,WPRO,0,1755,0,25
2020-12-20,NZ,New Zealand,WPRO,6,1761,0,25
2020-12-21,NZ,New Zealand,WPRO,5,1766,0,25
2020-12-22,NZ,New Zealand,WPRO,0,1766,0,25
2020-12-23,NZ,New Zealand,WPRO,7,1773,0,25
2020-12-24,NZ,New Zealand,WPRO,0,1773,0,25
2020-12-25,NZ,New Zealand,WPRO,0,1773,0,25
2020-12-26,NZ,New Zealand,WPRO,0,1773,0,25
2020-12-27,NZ,New Zealand,WPRO,16,1789,0,25
2020-12-28,NZ,New Zealand,WPRO,0,1789,0,25
2020-12-29,NZ,New Zealand,WPRO,7,1796,0,25
2020-12-30,NZ,New Zealand,WPRO,0,1796,0,25
2020-12-31,NZ,New Zealand,WPRO,11,1807,0,25
2021-01-01,NZ,New Zealand,WPRO,0,1807,0,25
2021-01-02,NZ,New Zealand,WPRO,19,1826,0,25
2021-01-03,NZ,New Zealand,WPRO,0,1826,0,25
2021-01-04,NZ,New Zealand,WPRO,3,1829,0,25
2021-01-05,NZ,New Zealand,WPRO,0,1829,0,25
2021-01-06,NZ,New Zealand,WPRO,4,1833,0,25
2021-01-07,NZ,New Zealand,WPRO,0,1833,0,25
2021-01-08,NZ,New Zealand,WPRO,0,1833,0,25
2021-01-09,NZ,New Zealand,WPRO,29,1862,0,25
2021-01-10,NZ,New Zealand,WPRO,4,1866,0,25
2021-01-11,NZ,New Zealand,WPRO,0,1866,0,25
2021-01-12,NZ,New Zealand,WPRO,7,1873,0,25
2021-01-13,NZ,New Zealand,WPRO,0,1873,0,25
2021-01-14,NZ,New Zealand,WPRO,18,1891,0,25
2021-01-15,NZ,New Zealand,WPRO,0,1891,0,25
2021-01-16,NZ,New Zealand,WPRO,10,1901,0,25
2021-01-17,NZ,New Zealand,WPRO,5,1906,0,25
2021-01-18,NZ,New Zealand,WPRO,0,1906,0,25
2021-01-19,NZ,New Zealand,WPRO,6,1912,0,25
2021-01-20,NZ,New Zealand,WPRO,0,1912,0,25
2021-01-21,NZ,New Zealand,WPRO,9,1921,0,25
2021-01-22,NZ,New Zealand,WPRO,0,1921,0,25
2021-01-23,NZ,New Zealand,WPRO,6,1927,0,25
2021-01-24,NZ,New Zealand,WPRO,6,1933,0,25
2021-01-25,NZ,New Zealand,WPRO,1,1934,0,25
2021-01-26,NZ,New Zealand,WPRO,5,1939,0,25
2021-01-27,NZ,New Zealand,WPRO,5,1944,0,25
2021-01-28,NZ,New Zealand,WPRO,3,1947,0,25
2021-01-29,NZ,New Zealand,WPRO,1,1948,0,25
2021-01-30,NZ,New Zealand,WPRO,0,1948,0,25
2021-01-31,NZ,New Zealand,WPRO,0,1948,0,25
2021-02-01,NZ,New Zealand,WPRO,2,1950,0,25
2021-02-02,NZ,New Zealand,WPRO,2,1952,0,25
2021-02-03,NZ,New Zealand,WPRO,6,1958,0,25
2021-02-04,NZ,New Zealand,WPRO,2,1960,0,25
2021-02-05,NZ,New Zealand,WPRO,0,1960,0,25
2021-02-06,NZ,New Zealand,WPRO,5,1965,0,25
2021-02-07,NZ,New Zealand,WPRO,0,1965,0,25
2021-02-08,NZ,New Zealand,WPRO,1,1966,0,25
2021-02-09,NZ,New Zealand,WPRO,2,1968,0,25
2021-02-10,NZ,New Zealand,WPRO,1,1969,0,25
2021-02-11,NZ,New Zealand,WPRO,2,1971,0,25
2021-02-12,NZ,New Zealand,WPRO,1,1972,0,25
2021-02-13,NZ,New Zealand,WPRO,3,1975,0,25
2021-02-14,NZ,New Zealand,WPRO,6,1981,0,25
2021-02-15,NZ,New Zealand,WPRO,1,1982,0,25
2021-02-16,NZ,New Zealand,WPRO,3,1985,1,26
2021-02-17,NZ,New Zealand,WPRO,4,1989,0,26
2021-02-18,NZ,New Zealand,WPRO,4,1993,0,26
2021-02-19,NZ,New Zealand,WPRO,0,1993,0,26
2021-02-20,NZ,New Zealand,WPRO,2,1995,0,26
2021-02-21,NZ,New Zealand,WPRO,7,2002,0,26
2021-02-22,NZ,New Zealand,WPRO,4,2006,0,26
2021-02-23,NZ,New Zealand,WPRO,4,2010,0,26
2021-02-24,NZ,New Zealand,WPRO,3,2013,0,26
2021-02-25,NZ,New Zealand,WPRO,3,2016,0,26
2021-02-26,NZ,New Zealand,WPRO,1,2017,0,26
2021-02-27,NZ,New Zealand,WPRO,4,2021,0,26
2021-02-28,NZ,New Zealand,WPRO,2,2023,0,26
2021-03-01,NZ,New Zealand,WPRO,4,2027,0,26
2021-03-02,NZ,New Zealand,WPRO,1,2028,0,26
2021-03-03,NZ,New Zealand,WPRO,6,2034,0,26
2021-03-04,NZ,New Zealand,WPRO,0,2034,0,26
2021-03-05,NZ,New Zealand,WPRO,9,2043,0,26
2021-03-06,NZ,New Zealand,WPRO,1,2044,0,26
2021-03-07,NZ,New Zealand,WPRO,6,2050,0,26
2021-03-08,NZ,New Zealand,WPRO,4,2054,0,26
2021-03-09,NZ,New Zealand,WPRO,1,2055,0,26
2021-03-10,NZ,New Zealand,WPRO,6,2061,0,26
2021-03-11,NZ,New Zealand,WPRO,1,2062,0,26
2021-03-12,NZ,New Zealand,WPRO,5,2067,0,26
2021-03-13,NZ,New Zealand,WPRO,1,2068,0,26
2021-03-14,NZ,New Zealand,WPRO,7,2075,0,26
2021-03-15,NZ,New Zealand,WPRO,1,2076,0,26
2021-03-16,NZ,New Zealand,WPRO,3,2079,0,26
2021-03-17,NZ,New Zealand,WPRO,0,2079,0,26
2021-03-18,NZ,New Zealand,WPRO,10,2089,0,26
2021-03-19,NZ,New Zealand,WPRO,0,2089,0,26
2021-03-20,NZ,New Zealand,WPRO,9,2098,0,26
2021-03-21,NZ,New Zealand,WPRO,9,2107,0,26
2021-03-22,NZ,New Zealand,WPRO,5,2112,0,26
2021-03-23,NZ,New Zealand,WPRO,3,2115,0,26
2021-03-24,NZ,New Zealand,WPRO,6,2121,0,26
2021-03-25,NZ,New Zealand,WPRO,3,2124,0,26
2021-03-26,NZ,New Zealand,WPRO,2,2126,0,26
2021-03-27,NZ,New Zealand,WPRO,1,2127,0,26
2021-03-28,NZ,New Zealand,WPRO,11,2138,0,26
2021-03-29,NZ,New Zealand,WPRO,2,2140,0,26
2021-03-30,NZ,New Zealand,WPRO,1,2141,0,26
2021-03-31,NZ,New Zealand,WPRO,5,2146,0,26
2021-04-01,NZ,New Zealand,WPRO,0,2146,0,26
2021-04-02,NZ,New Zealand,WPRO,0,2146,0,26
2021-04-03,NZ,New Zealand,WPRO,6,2152,0,26
2021-04-04,NZ,New Zealand,WPRO,0,2152,0,26
2021-04-05,NZ,New Zealand,WPRO,17,2169,0,26
2021-04-06,NZ,New Zealand,WPRO,7,2176,0,26
2021-04-07,NZ,New Zealand,WPRO,24,2200,0,26
2021-04-08,NZ,New Zealand,WPRO,6,2206,0,26
2021-04-09,NZ,New Zealand,WPRO,10,2216,0,26
2021-04-10,NZ,New Zealand,WPRO,3,2219,0,26
2021-04-11,NZ,New Zealand,WPRO,9,2228,0,26
2021-04-12,NZ,New Zealand,WPRO,4,2232,0,26
2021-04-13,NZ,New Zealand,WPRO,2,2234,0,26
2021-04-14,NZ,New Zealand,WPRO,0,2234,0,26
2021-04-15,NZ,New Zealand,WPRO,1,2235,0,26
2021-04-16,NZ,New Zealand,WPRO,0,2235,0,26
2021-04-17,NZ,New Zealand,WPRO,4,2239,0,26
2021-04-18,NZ,New Zealand,WPRO,2,2241,0,26
2021-04-19,NZ,New Zealand,WPRO,1,2242,0,26
2021-04-20,NZ,New Zealand,WPRO,0,2242,0,26
2021-04-21,NZ,New Zealand,WPRO,3,2245,0,26
2021-04-22,NZ,New Zealand,WPRO,0,2245,0,26
2021-04-23,NZ,New Zealand,WPRO,1,2246,0,26
2021-04-24,NZ,New Zealand,WPRO,0,2246,0,26
2021-04-25,NZ,New Zealand,WPRO,0,2246,0,26
2021-04-26,NZ,New Zealand,WPRO,7,2253,0,26
2021-04-27,NZ,New Zealand,WPRO,2,2255,0,26
2021-04-28,NZ,New Zealand,WPRO,3,2258,0,26
2021-04-29,NZ,New Zealand,WPRO,0,2258,0,26
2021-04-30,NZ,New Zealand,WPRO,0,2258,0,26
2021-05-01,NZ,New Zealand,WPRO,4,2262,0,26
2021-05-02,NZ,New Zealand,WPRO,5,2267,0,26
2021-05-03,NZ,New Zealand,WPRO,1,2268,0,26
2021-05-04,NZ,New Zealand,WPRO,6,2274,0,26
2021-05-05,NZ,New Zealand,WPRO,4,2278,0,26
2021-05-06,NZ,New Zealand,WPRO,1,2279,0,26
2021-05-07,NZ,New Zealand,WPRO,6,2285,0,26
2021-05-08,NZ,New Zealand,WPRO,2,2287,0,26
2021-05-09,NZ,New Zealand,WPRO,0,2287,0,26
2021-05-10,NZ,New Zealand,WPRO,0,2287,0,26
2021-05-11,NZ,New Zealand,WPRO,1,2288,0,26
2021-05-12,NZ,New Zealand,WPRO,1,2289,0,26
2021-05-13,NZ,New Zealand,WPRO,1,2290,0,26
2021-05-14,NZ,New Zealand,WPRO,0,2290,0,26
2021-05-15,NZ,New Zealand,WPRO,1,2291,0,26
2021-05-16,NZ,New Zealand,WPRO,5,2296,0,26
2021-05-17,NZ,New Zealand,WPRO,1,2297,0,26
2021-05-18,NZ,New Zealand,WPRO,6,2303,0,26
2021-05-19,NZ,New Zealand,WPRO,1,2304,0,26
2021-05-20,NZ,New Zealand,WPRO,3,2307,0,26
2021-05-21,NZ,New Zealand,WPRO,0,2307,0,26
2021-05-22,NZ,New Zealand,WPRO,1,2308,0,26
2021-05-23,NZ,New Zealand,WPRO,4,2312,0,26
2021-05-24,NZ,New Zealand,WPRO,2,2314,0,26
2021-05-25,NZ,New Zealand,WPRO,0,2314,0,26
2021-05-26,NZ,New Zealand,WPRO,1,2315,0,26
2021-05-27,NZ,New Zealand,WPRO,0,2315,0,26
2021-05-28,NZ,New Zealand,WPRO,0,2315,0,26
2021-05-29,NZ,New Zealand,WPRO,2,2317,0,26
2021-05-30,NZ,New Zealand,WPRO,1,2318,0,26
2021-05-31,NZ,New Zealand,WPRO,0,2318,0,26
2021-06-01,NZ,New Zealand,WPRO,6,2324,0,26
2021-06-02,NZ,New Zealand,WPRO,2,2326,0,26
2021-06-03,NZ,New Zealand,WPRO,0,2326,0,26
2021-06-04,NZ,New Zealand,WPRO,0,2326,0,26
2021-06-05,NZ,New Zealand,WPRO,1,2327,0,26
2021-06-06,NZ,New Zealand,WPRO,0,2327,0,26
2021-06-07,NZ,New Zealand,WPRO,10,2337,0,26
2021-06-08,NZ,New Zealand,WPRO,4,2341,0,26
2021-06-09,NZ,New Zealand,WPRO,1,2342,0,26
2021-06-10,NZ,New Zealand,WPRO,5,2347,0,26
2021-06-11,NZ,New Zealand,WPRO,0,2347,0,26
2021-06-12,NZ,New Zealand,WPRO,6,2353,0,26
2021-06-13,NZ,New Zealand,WPRO,0,2353,0,26
2021-06-14,NZ,New Zealand,WPRO,1,2354,0,26
2021-06-15,NZ,New Zealand,WPRO,2,2356,0,26
2021-06-16,NZ,New Zealand,WPRO,2,2358,0,26
2021-06-17,NZ,New Zealand,WPRO,1,2359,0,26
2021-06-18,NZ,New Zealand,WPRO,0,2359,0,26
2021-06-19,NZ,New Zealand,WPRO,3,2362,0,26
2021-06-20,NZ,New Zealand,WPRO,2,2364,0,26
2021-06-21,NZ,New Zealand,WPRO,0,2364,0,26
2021-06-22,NZ,New Zealand,WPRO,4,2368,0,26
2021-06-23,NZ,New Zealand,WPRO,0,2368,0,26
2021-06-24,NZ,New Zealand,WPRO,2,2370,0,26
2021-06-25,NZ,New Zealand,WPRO,2,2372,0,26
2021-06-26,NZ,New Zealand,WPRO,1,2373,0,26
2021-06-27,NZ,New Zealand,WPRO,9,2382,0,26
2021-06-28,NZ,New Zealand,WPRO,4,2386,0,26
2021-06-29,NZ,New Zealand,WPRO,0,2386,0,26
2021-06-30,NZ,New Zealand,WPRO,0,2386,0,26
2021-07-01,NZ,New Zealand,WPRO,1,2387,0,26
2021-07-02,NZ,New Zealand,WPRO,0,2387,0,26
2021-07-03,NZ,New Zealand,WPRO,9,2396,0,26
2021-07-04,NZ,New Zealand,WPRO,6,2402,0,26
2021-07-05,NZ,New Zealand,WPRO,1,2403,0,26
2021-07-06,NZ,New Zealand,WPRO,5,2408,0,26
2021-07-07,NZ,New Zealand,WPRO,0,2408,0,26
2021-07-08,NZ,New Zealand,WPRO,1,2409,0,26
2021-07-09,NZ,New Zealand,WPRO,0,2409,0,26
2021-07-10,NZ,New Zealand,WPRO,3,2412,0,26
2021-07-11,NZ,New Zealand,WPRO,1,2413,0,26
2021-07-12,NZ,New Zealand,WPRO,18,2431,0,26
2021-07-13,NZ,New Zealand,WPRO,3,2434,0,26
2021-07-14,NZ,New Zealand,WPRO,5,2439,0,26
2021-07-15,NZ,New Zealand,WPRO,8,2447,0,26
2021-07-16,NZ,New Zealand,WPRO,0,2447,0,26
2021-07-17,NZ,New Zealand,WPRO,12,2459,0,26
2021-07-18,NZ,New Zealand,WPRO,2,2461,0,26
2021-07-19,NZ,New Zealand,WPRO,6,2467,0,26
2021-07-20,NZ,New Zealand,WPRO,6,2473,0,26
2021-07-21,NZ,New Zealand,WPRO,7,2480,0,26
2021-07-22,NZ,New Zealand,WPRO,20,2500,0,26
2021-07-23,NZ,New Zealand,WPRO,5,2505,0,26
2021-07-24,NZ,New Zealand,WPRO,0,2505,0,26
2021-07-25,NZ,New Zealand,WPRO,2,2507,0,26
2021-07-26,NZ,New Zealand,WPRO,1,2508,0,26
2021-07-27,NZ,New Zealand,WPRO,0,2508,0,26
2021-07-28,NZ,New Zealand,WPRO,3,2511,0,26
2021-07-29,NZ,New Zealand,WPRO,3,2514,0,26
2021-07-30,NZ,New Zealand,WPRO,0,2514,0,26
2021-07-31,NZ,New Zealand,WPRO,4,2518,0,26
2021-08-01,NZ,New Zealand,WPRO,3,2521,0,26
2021-08-02,NZ,New Zealand,WPRO,0,2521,0,26
2021-08-03,NZ,New Zealand,WPRO,3,2524,0,26
2021-08-04,NZ,New Zealand,WPRO,0,2524,0,26
2021-08-05,NZ,New Zealand,WPRO,0,2524,0,26
2021-08-06,NZ,New Zealand,WPRO,1,2525,0,26
2021-08-07,NZ,New Zealand,WPRO,5,2530,0,26
2021-08-08,NZ,New Zealand,WPRO,2,2532,0,26
2021-08-09,NZ,New Zealand,WPRO,14,2546,0,26
2021-08-10,NZ,New Zealand,WPRO,2,2548,0,26
2021-08-11,NZ,New Zealand,WPRO,9,2557,0,26
2021-08-12,NZ,New Zealand,WPRO,1,2558,0,26
2021-08-13,NZ,New Zealand,WPRO,0,2558,0,26
2021-08-14,NZ,New Zealand,WPRO,5,2563,0,26
2021-08-15,NZ,New Zealand,WPRO,7,2570,0,26
2021-08-16,NZ,New Zealand,WPRO,0,2570,0,26
2021-08-17,NZ,New Zealand,WPRO,8,2578,0,26
2021-08-18,NZ,New Zealand,WPRO,20,2598,0,26
2021-08-19,NZ,New Zealand,WPRO,14,2612,0,26
2021-08-20,NZ,New Zealand,WPRO,24,2636,0,26
2021-08-21,NZ,New Zealand,WPRO,24,2660,0,26
2021-08-22,NZ,New Zealand,WPRO,38,2698,0,26
2021-08-23,NZ,New Zealand,WPRO,42,2740,0,26
2021-08-24,NZ,New Zealand,WPRO,63,2803,0,26
2021-08-25,NZ,New Zealand,WPRO,68,2871,0,26
2021-08-26,NZ,New Zealand,WPRO,70,2941,0,26
2021-08-27,NZ,New Zealand,WPRO,83,3024,0,26
2021-08-28,NZ,New Zealand,WPRO,84,3108,0,26
2021-08-29,NZ,New Zealand,WPRO,55,3163,0,26
2021-08-30,NZ,New Zealand,WPRO,49,3212,0,26
2021-08-31,NZ,New Zealand,WPRO,75,3287,0,26
2021-09-01,NZ,New Zealand,WPRO,53,3340,0,26
2021-09-02,NZ,New Zealand,WPRO,29,3369,0,26
2021-09-03,NZ,New Zealand,WPRO,18,3387,1,27
2021-09-04,NZ,New Zealand,WPRO,25,3412,0,27
2021-09-05,NZ,New Zealand,WPRO,23,3435,0,27
2021-09-06,NZ,New Zealand,WPRO,22,3457,0,27
2021-09-07,NZ,New Zealand,WPRO,16,3473,0,27
2021-09-08,NZ,New Zealand,WPRO,18,3491,0,27
2021-09-09,NZ,New Zealand,WPRO,19,3510,0,27
2021-09-10,NZ,New Zealand,WPRO,24,3534,0,27
2021-09-11,NZ,New Zealand,WPRO,23,3557,0,27
2021-09-12,NZ,New Zealand,WPRO,36,3593,0,27
2021-09-13,NZ,New Zealand,WPRO,15,3608,0,27
2021-09-14,NZ,New Zealand,WPRO,17,3625,0,27
2021-09-15,NZ,New Zealand,WPRO,17,3642,0,27
2021-09-16,NZ,New Zealand,WPRO,16,3658,0,27
2021-09-17,NZ,New Zealand,WPRO,22,3680,0,27
2021-09-18,NZ,New Zealand,WPRO,22,3702,0,27
2021-09-19,NZ,New Zealand,WPRO,22,3724,0,27
2021-09-20,NZ,New Zealand,WPRO,15,3739,0,27
2021-09-21,NZ,New Zealand,WPRO,23,3762,0,27
2021-09-22,NZ,New Zealand,WPRO,16,3778,0,27
2021-09-23,NZ,New Zealand,WPRO,10,3788,0,27
2021-09-24,NZ,New Zealand,WPRO,18,3806,0,27
2021-09-25,NZ,New Zealand,WPRO,20,3826,0,27
2021-09-26,NZ,New Zealand,WPRO,10,3836,0,27
2021-09-27,NZ,New Zealand,WPRO,11,3847,0,27
2021-09-28,NZ,New Zealand,WPRO,45,3892,0,27
2021-09-29,NZ,New Zealand,WPRO,24,3916,0,27
2021-09-30,NZ,New Zealand,WPRO,19,3935,0,27
2021-10-01,NZ,New Zealand,WPRO,27,3962,0,27
2021-10-02,NZ,New Zealand,WPRO,32,3994,0,27
2021-10-03,NZ,New Zealand,WPRO,30,4024,0,27
2021-10-04,NZ,New Zealand,WPRO,26,4050,0,27
2021-10-05,NZ,New Zealand,WPRO,41,4091,0,27
2021-10-06,NZ,New Zealand,WPRO,31,4122,0,27
2021-10-07,NZ,New Zealand,WPRO,47,4169,1,28
2021-10-08,NZ,New Zealand,WPRO,35,4204,0,28
2021-10-09,NZ,New Zealand,WPRO,61,4265,0,28
2021-10-10,NZ,New Zealand,WPRO,34,4299,0,28
2021-10-11,NZ,New Zealand,WPRO,46,4345,0,28
2021-10-12,NZ,New Zealand,WPRO,55,4400,0,28
2021-10-13,NZ,New Zealand,WPRO,72,4472,0,28
2021-10-14,NZ,New Zealand,WPRO,66,4538,0,28
2021-10-15,NZ,New Zealand,WPRO,41,4579,0,28
2021-10-16,NZ,New Zealand,WPRO,52,4631,0,28
2021-10-17,NZ,New Zealand,WPRO,64,4695,0,28
2021-10-18,NZ,New Zealand,WPRO,97,4792,0,28
2021-10-19,NZ,New Zealand,WPRO,60,4852,0,28
2021-10-20,NZ,New Zealand,WPRO,104,4956,0,28
2021-10-21,NZ,New Zealand,WPRO,134,5090,0,28
2021-10-22,NZ,New Zealand,WPRO,103,5193,0,28
2021-10-23,NZ,New Zealand,WPRO,85,5278,0,28
2021-10-24,NZ,New Zealand,WPRO,104,5382,0,28
2021-10-25,NZ,New Zealand,WPRO,79,5461,0,28
2021-10-26,NZ,New Zealand,WPRO,78,5539,0,28
2021-10-27,NZ,New Zealand,WPRO,96,5635,0,28
2021-10-28,NZ,New Zealand,WPRO,129,5764,0,28
2021-10-29,NZ,New Zealand,WPRO,161,5925,0,28
2021-10-30,NZ,New Zealand,WPRO,142,6067,0,28
2021-10-31,NZ,New Zealand,WPRO,166,6233,0,28
2021-11-01,NZ,New Zealand,WPRO,128,6361,0,28
2021-11-02,NZ,New Zealand,WPRO,108,6469,0,28
2021-11-03,NZ,New Zealand,WPRO,142,6611,0,28
2021-11-04,NZ,New Zealand,WPRO,166,6777,1,29
2021-11-05,NZ,New Zealand,WPRO,204,6981,2,31
2021-11-06,NZ,New Zealand,WPRO,113,7094,0,31
